\hline,0,&,268.8800,&,235.3600,&,5.0000,&,3.5200,&,0.74000000,&,0.20116159,&,0.27213437,&,0.35633480,\\
\hline,1,&,252.7200,&,222.3600,&,7.0000,&,4.2800,&,0.61904762,&,0.18596166,&,0.28471034,&,0.29682130,\\
\hline,2,&,84.6000,&,87.0000,&,5.0000,&,4.2400,&,0.50000000,&,0.05479031,&,0.00688518,&,0.00568801,\\
\hline,3,&,73.8400,&,77.1200,&,3.0000,&,3.0000,&,0.66666667,&,0.04913631,&,0.00196484,&,0.00214724,\\
\hline,4,&,26.9200,&,31.9200,&,5.0000,&,4.1600,&,0.20000000,&,0.02688070,&,0.00030261,&,0.00009308,\\
\hline,5,&,12.9600,&,17.9600,&,5.8000,&,5.7200,&,0.33863781,&,0.01715167,&,0.00009261,&,0.00012245,\\
\hline,6,&,10.3200,&,15.3200,&,2.4400,&,5.1600,&,0.35904762,&,0.01464954,&,0.01140266,&,0.00029078,\\
\hline,7,&,9.1200,&,13.8800,&,4.0400,&,4.2000,&,0.36209524,&,0.01425532,&,0.01648979,&,0.00502421,\\
\hline,8,&,7.5600,&,12.5200,&,3.4000,&,5.4800,&,0.52339683,&,0.01281434,&,0.00000104,&,0.00000039,\\
\hline,9,&,24.2400,&,26.8000,&,5.6000,&,4.0400,&,0.69504762,&,0.02329927,&,0.03309842,&,0.02744999,\\
\hline,10,&,5.5200,&,10.5200,&,3.0800,&,4.7600,&,0.56800000,&,0.01080427,&,0.00000177,&,0.00000036,\\
\hline,11,&,5.7600,&,10.7200,&,3.2000,&,4.4000,&,0.52133333,&,0.01145565,&,0.00000112,&,0.00000585,\\
\hline,12,&,6.0400,&,10.8800,&,3.1600,&,4.0000,&,0.70666667,&,0.01133522,&,0.00000173,&,0.00000011,\\
\hline,13,&,223.5600,&,194.9200,&,7.6000,&,6.0000,&,0.57285714,&,0.16549250,&,0.25261614,&,0.26289842,\\
\hline,14,&,85.5600,&,86.4800,&,8.0000,&,5.4000,&,0.39571429,&,0.06104593,&,0.08582814,&,0.03723831,\\
\hline,15,&,32.0400,&,36.2800,&,4.5200,&,3.2000,&,0.44800000,&,0.02433631,&,0.00220370,&,0.00178417,\\
\hline,16,&,3.6800,&,8.6800,&,2.5200,&,3.1600,&,0.30666667,&,0.00896006,&,0.00011064,&,0.00001616,\\
\hline,17,&,5.7600,&,10.7600,&,1.0000,&,1.0000,&,0.00000000,&,0.01010698,&,0.00000425,&,0.00000882,\\
\hline,18,&,20.9600,&,25.9600,&,5.8000,&,4.8000,&,0.30543434,&,0.02543693,&,0.01577961,&,0.00001974,\\
\hline,19,&,7.8800,&,12.8000,&,3.5200,&,5.6800,&,0.42914286,&,0.01263052,&,0.00000167,&,0.00000015,\\
\hline,20,&,7.2000,&,12.1600,&,3.8000,&,4.8000,&,0.54885714,&,0.01221435,&,0.00000113,&,0.00001020,\\
\hline,21,&,7.1600,&,11.9200,&,4.1200,&,2.8000,&,0.48723810,&,0.01275270,&,0.01624084,&,0.00398420,\\
\hline,22,&,7.9200,&,12.8800,&,2.0000,&,2.0000,&,0.00000000,&,0.01208800,&,0.00000397,&,0.00000625,\\
\hline,23,&,4.9600,&,9.9600,&,3.1200,&,5.1200,&,0.29520635,&,0.01091704,&,0.00007750,&,0.00001999,\\
\hline,24,&,4.8400,&,4.8400,&,2.2000,&,3.0000,&,0.50666667,&,0.01032283,&,0.00004596,&,0.00003502,\\
