\hline,0,&,276.0400,&,242.0000,&,5.0000,&,2.9200,&,0.74000000,&,0.20667059,&,0.27516427,&,0.35770363,\\
\hline,1,&,254.9600,&,223.4800,&,7.0000,&,3.8400,&,0.60761905,&,0.18786417,&,0.28145215,&,0.29851473,\\
\hline,2,&,73.8800,&,77.5600,&,4.0000,&,4.0000,&,0.50000000,&,0.04860014,&,0.00605907,&,0.00559860,\\
\hline,3,&,64.0800,&,68.3600,&,3.0000,&,3.0000,&,0.66666667,&,0.04413701,&,0.00148406,&,0.00142513,\\
\hline,4,&,27.6400,&,32.4800,&,4.0000,&,4.0000,&,0.16666667,&,0.02751972,&,0.00025992,&,0.00009594,\\
\hline,5,&,12.8800,&,17.8800,&,6.0400,&,5.3200,&,0.39977778,&,0.01752550,&,0.00003045,&,0.00013090,\\
\hline,6,&,11.6800,&,16.6800,&,2.2000,&,5.2000,&,0.32761905,&,0.01611379,&,0.01251641,&,0.00054420,\\
\hline,7,&,7.1600,&,12.1600,&,3.6400,&,4.1200,&,0.35114286,&,0.01230714,&,0.01444776,&,0.00272638,\\
\hline,8,&,8.4800,&,13.3600,&,4.0400,&,5.0000,&,0.55311111,&,0.01372132,&,0.00000107,&,0.00000038,\\
\hline,9,&,26.7600,&,28.7600,&,5.0800,&,4.0800,&,0.69923810,&,0.02518492,&,0.03464417,&,0.02987861,\\
\hline,10,&,6.2800,&,11.2400,&,3.4000,&,4.8400,&,0.60628571,&,0.01175978,&,0.00000163,&,0.00000024,\\
\hline,11,&,4.2400,&,9.2400,&,2.6400,&,4.4400,&,0.53333333,&,0.01008040,&,0.00000061,&,0.00000030,\\
\hline,12,&,5.8000,&,10.7600,&,3.0000,&,4.5200,&,0.68800000,&,0.01139420,&,0.00000154,&,0.00000015,\\
\hline,13,&,230.8400,&,200.4000,&,7.6400,&,5.8800,&,0.56428571,&,0.17007393,&,0.25537514,&,0.26237901,\\
\hline,14,&,86.3200,&,88.5600,&,8.0000,&,5.0000,&,0.40428571,&,0.06153044,&,0.08244504,&,0.03534963,\\
\hline,15,&,29.1600,&,33.7200,&,3.8400,&,3.0400,&,0.52666667,&,0.02266485,&,0.00209317,&,0.00221989,\\
\hline,16,&,0.0000,&,0.0000,&,999,&,999,&,999,&,999,&,999,&,999,\\
\hline,17,&,6.0800,&,11.0800,&,1.0000,&,1.0000,&,0.00000000,&,0.01065550,&,0.00000445,&,0.00000777,\\
\hline,18,&,24.3200,&,29.3200,&,6.0000,&,4.5200,&,0.32096970,&,0.02741361,&,0.01860784,&,0.00000198,\\
\hline,19,&,9.6400,&,14.4800,&,4.1600,&,4.7200,&,0.52000000,&,0.01456341,&,0.00000150,&,0.00000011,\\
\hline,20,&,9.3200,&,14.3200,&,4.8400,&,4.6000,&,0.66514286,&,0.01433156,&,0.00000092,&,0.00001689,\\
\hline,21,&,6.5600,&,11.3600,&,4.2000,&,2.8800,&,0.48171429,&,0.01171616,&,0.01529332,&,0.00336850,\\
\hline,22,&,8.1600,&,13.0800,&,2.0000,&,1.8000,&,0.00000000,&,0.01293553,&,0.00000434,&,0.00000313,\\
\hline,23,&,4.8400,&,9.8400,&,2.7200,&,5.5600,&,0.33720635,&,0.01060208,&,0.00006222,&,0.00000047,\\
\hline,24,&,4.8800,&,9.8800,&,2.2400,&,5.4000,&,0.47600000,&,0.01063426,&,0.00004895,&,0.00003342,\\
