\hline,0,&,108.87945837,&,111.28995232,&,8,&,13,&,0.53846154,&,0.06801471,&,0.14163172,&,0.40324103,\\
\hline,1,&,96.24280876,&,122.25482314,&,5,&,12,&,0.57575758,&,0.06532898,&,0.44076822,&,0.13419461,\\
\hline,2,&,68.33916527,&,58.24965169,&,7,&,7,&,0.85714286,&,0.06611103,&,0.02357307,&,0.02983908,\\
\hline,3,&,35.08523104,&,67.13766184,&,6,&,11,&,0.54545455,&,0.04047912,&,0.03834858,&,0.02094712,\\
\hline,4,&,51.88176247,&,26.33777091,&,7,&,8,&,0.46666667,&,0.03687712,&,0.01148110,&,0.01822987,\\
\hline,5,&,16.86599343,&,7.52633653,&,7,&,3,&,0.42857143,&,0.04070164,&,0.00092053,&,0.00847579,\\
\hline,6,&,19.07883554,&,2.10864198,&,6,&,2,&,1.00000000,&,0.03333116,&,0.00305249,&,0.01855696,\\
\hline,7,&,13.05993630,&,6.04581589,&,5,&,2,&,1.00000000,&,0.02306993,&,0.00164857,&,0.01457395,\\
\hline,8,&,9.06115422,&,5.47008547,&,4,&,1,&,0.33333333,&,0.09093085,&,0.00000000,&,0.00001483,\\
\hline,9,&,27.85788453,&,22.08000000,&,4,&,2,&,1.00000000,&,0.02786109,&,0.03345954,&,0.04514594,\\
\hline,10,&,0.00000000,&,4.73429952,&,0,&,3,&,0.33333333,&,0.00625000,&,0.00000046,&,0.00000000,\\
\hline,11,&,6.67781494,&,4.44444444,&,2,&,1,&,1.00000000,&,0.08489646,&,0.00000077,&,0.00000001,\\
\hline,12,&,2.59301085,&,1.79757322,&,2,&,2,&,0.33333333,&,0.00909570,&,0.00000236,&,0.00000405,\\
\hline,13,&,94.47431256,&,114.20909230,&,8,&,12,&,0.57575758,&,0.10355927,&,0.14659166,&,0.13024651,\\
\hline,14,&,80.00784943,&,63.28116180,&,10,&,10,&,0.65454545,&,0.08076402,&,0.08412710,&,0.11706552,\\
\hline,15,&,38.48556453,&,29.43232320,&,5,&,2,&,1.00000000,&,0.04082815,&,0.01116279,&,0.01174679,\\
\hline,16,&,0.00000000,&,0.00000000,&,999,&,999,&,999,&,999,&,999,&,999,\\
\hline,17,&,3.51731602,&,16.66666667,&,2,&,1,&,1.00000000,&,0.00878597,&,0.00355765,&,0.00108121,\\
\hline,18,&,23.44998253,&,24.63662226,&,9,&,8,&,0.62222222,&,0.06125753,&,0.01268673,&,0.02454451,\\
\hline,19,&,5.26560692,&,19.60770605,&,3,&,3,&,0.33333333,&,0.02481946,&,0.00028580,&,0.00014456,\\
\hline,20,&,19.71195355,&,8.70209059,&,3,&,3,&,0.50000000,&,0.04209021,&,0.00041828,&,0.00007691,\\
\hline,21,&,9.95700623,&,9.26644932,&,3,&,1,&,1.00000000,&,0.01151002,&,0.04375314,&,0.02090135,\\
\hline,22,&,2.55094330,&,8.96057348,&,2,&,1,&,1.00000000,&,0.00868424,&,0.00191272,&,0.00054308,\\
\hline,23,&,6.61742424,&,2.08793908,&,2,&,1,&,0.00000000,&,0.01850335,&,0.00060007,&,0.00042632,\\
\hline,24,&,0.00000000,&,3.33333333,&,0,&,1,&,0.00000000,&,0.00625000,&,0.00001664,&,0.00000000,\\
